Date/Time (LST),Month,Day,Time (LST),Temp (°C),Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Hmdx,Wind Chill,Weather,Meter Reading (KWHr)
10-01-2023 20:00,1,10,20:00,-9.8,-13.6,74,35,12,24.1,100.86,,-16,NA,10.6
10-01-2023 21:00,1,10,21:00,-10.1,-13.6,76,36,14,24.1,100.91,,-17,NA,10.758
10-01-2023 22:00,1,10,22:00,-10.8,-13.9,78,1,14,24.1,100.96,,-17,Mainly Clear,10.534
10-01-2023 23:00,1,10,23:00,-11.4,-14.4,79,1,14,24.1,100.99,,-18,NA,8.056
11-01-2023 00:00,1,11,00:00,-12,-14.8,80,1,12,24.1,101,,-18,NA,7.107
11-01-2023 01:00,1,11,01:00,-12.9,-15.4,82,2,11,24.1,101,,-19,Clear,6.908
11-01-2023 02:00,1,11,02:00,-14,-16.1,84,3,9,24.1,101.05,,-20,NA,6.854
11-01-2023 03:00,1,11,03:00,-13.4,-15.4,85,3,10,24.1,101.12,,-19,NA,6.783
11-01-2023 04:00,1,11,04:00,-13.3,-15.4,84,2,13,24.1,101.15,,-20,Mostly Cloudy,6.916
11-01-2023 05:00,1,11,05:00,-14.7,-16.4,87,5,14,24.1,101.09,,-22,NA,6.846
11-01-2023 06:00,1,11,06:00,-15.1,-16.8,87,4,16,24.1,101.12,,-23,NA,10.746
11-01-2023 07:00,1,11,07:00,-15,-16.8,86,5,14,24.1,101.16,,-23,Mainly Clear,9.387
11-01-2023 08:00,1,11,08:00,-15,-16.9,86,5,16,24.1,101.14,,-23,NA,10.664
11-01-2023 09:00,1,11,09:00,-13.1,-15.8,80,6,17,24.1,101.2,,-21,NA,10.941
11-01-2023 10:00,1,11,10:00,-11.4,-14.4,79,6,14,24.1,101.21,,-18,Mostly Cloudy,11.036
11-01-2023 11:00,1,11,11:00,-10.1,-13,80,7,15,24.1,101.19,,-17,NA,10.92
11-01-2023 12:00,1,11,12:00,-8.7,-12.2,76,6,14,24.1,101.12,,-15,NA,10.815
11-01-2023 13:00,1,11,13:00,-8.8,-12.2,76,5,17,24.1,101.01,,-16,Mostly Cloudy,10.487
11-01-2023 14:00,1,11,14:00,-8.3,-11.7,77,6,16,24.1,100.91,,-15,NA,8.715
11-01-2023 15:00,1,11,15:00,-8.9,-12.2,77,6,18,24.1,100.91,,-16,NA,8.741
11-01-2023 16:00,1,11,16:00,-9.2,-12.5,77,6,7,24.1,101.04,,-13,Mostly Cloudy,8.711
11-01-2023 17:00,1,11,17:00,-9.4,-12.1,81,5,17,24.1,101,,-16,NA,8.965
11-01-2023 18:00,1,11,18:00,-9.6,-12.3,80,7,22,24.1,100.95,,-18,NA,8.862
11-01-2023 19:00,1,11,19:00,-9.6,-12.6,79,7,18,24.1,100.91,,-17,Cloudy,8.784
11-01-2023 20:00,1,11,20:00,-9.5,-12.4,79,7,15,24.1,100.91,,-16,NA,7.214
11-01-2023 21:00,1,11,21:00,-9.3,-12.1,80,7,19,24.1,100.85,,-17,NA,5.834
11-01-2023 22:00,1,11,22:00,-9.1,-11.8,81,7,19,24.1,100.81,,-17,Cloudy,5.978
11-01-2023 23:00,1,11,23:00,-9,-11.5,82,8,23,16.1,100.71,,-17,Snow,5.958
12-01-2023 00:00,1,12,00:00,-8.7,-11.1,83,8,18,16.1,100.67,,-16,Snow,5.738
12-01-2023 01:00,1,12,01:00,-8.4,-10.7,84,8,17,16.1,100.59,,-15,Snow,5.848
12-01-2023 02:00,1,12,02:00,-8.2,-10.3,85,7,20,12.9,100.58,,-16,Snow,6.031
12-01-2023 03:00,1,12,03:00,-7.9,-9.9,86,7,18,16.1,100.54,,-15,Snow,5.61
12-01-2023 04:00,1,12,04:00,-7.7,-9.3,88,7,19,6.4,100.49,,-15,Snow,5.865
12-01-2023 05:00,1,12,05:00,-7.7,-9,90,7,20,1.6,100.44,,-15,Snow,5.945
12-01-2023 06:00,1,12,06:00,-7.5,-8.8,91,8,19,2,100.4,,-15,Snow,9.349
12-01-2023 07:00,1,12,07:00,-7.2,-8.4,91,7,18,3.2,100.37,,-14,Snow,7.643
12-01-2023 08:00,1,12,08:00,-6.8,-8,91,7,17,4,100.34,,-13,Snow,8.223
12-01-2023 09:00,1,12,09:00,-6.2,-7.4,92,7,17,2.4,100.33,,-12,Snow,10.034
12-01-2023 10:00,1,12,10:00,-5.7,-6.9,92,7,18,4,100.33,,-12,Snow,9.765
12-01-2023 11:00,1,12,11:00,-5.5,-6.6,92,6,18,9.7,100.24,,-12,Snow,10.381
12-01-2023 12:00,1,12,12:00,-5.3,-6.3,92,5,21,4,100.11,,-12,Snow,9.908
12-01-2023 13:00,1,12,13:00,-4.9,-6,92,6,21,3.2,100,,-12,Ice Pellet Showers,9.645
12-01-2023 14:00,1,12,14:00,-4.5,-5.3,94,6,18,4.8,99.91,,-11,Snow,9.485
12-01-2023 15:00,1,12,15:00,-4,-4.5,96,6,16,1.6,99.9,,-10,Snow,9.179
12-01-2023 16:00,1,12,16:00,-3.4,-3.8,97,7,15,1.2,99.91,,-9,"Freezing Drizzle,Fog",9.177
12-01-2023 17:00,1,12,17:00,-3.2,-3.5,98,5,18,2.4,99.87,,-9,"Freezing Drizzle,Fog",9.48
12-01-2023 18:00,1,12,18:00,-2.8,-3.1,98,5,21,4,99.82,,-9,"Freezing Drizzle,Fog",9.044
12-01-2023 19:00,1,12,19:00,-2.6,-2.9,98,5,22,2,99.78,,-9,"Freezing Drizzle,Fog",9.034
12-01-2023 20:00,1,12,20:00,-2.2,-2.4,98,5,23,2,99.7,,-8,"Freezing Rain,Fog",7.752
12-01-2023 21:00,1,12,21:00,-1.9,-2.1,98,5,23,2.4,99.63,,-8,"Freezing Rain,Fog",6.657
12-01-2023 22:00,1,12,22:00,-1.7,-2,98,5,22,2,99.53,,-8,Snow,6.672
12-01-2023 23:00,1,12,23:00,-1.1,-1.5,97,3,28,2.4,99.44,,-8,Snow,6.591
13-01-2023 00:00,1,13,00:00,-1.2,-1.6,97,2,19,1.6,99.36,,-7,Snow,6.638
13-01-2023 01:00,1,13,01:00,-1.2,-1.6,97,2,20,1.2,99.28,,-7,Snow,6.402
13-01-2023 02:00,1,13,02:00,-1.2,-1.6,97,1,23,1.6,99.21,,-7,Snow,6.614
13-01-2023 03:00,1,13,03:00,-1.4,-1.9,96,1,22,6.4,99.15,,-7,Snow,6.429
13-01-2023 04:00,1,13,04:00,-1.5,-2,96,36,23,1.2,99.1,,-8,Snow,6.556
13-01-2023 05:00,1,13,05:00,-2.1,-2.8,96,35,24,1.2,99.09,,-8,Snow,6.621
13-01-2023 06:00,1,13,06:00,-2.6,-3.4,94,35,28,1.6,99.09,,-10,Snow,9.569
13-01-2023 07:00,1,13,07:00,-2.9,-3.8,94,35,28,1.6,99.13,,-10,Snow,8.356
13-01-2023 08:00,1,13,08:00,-3.2,-4.3,92,36,29,1.6,99.16,,-11,Snow,9.377
13-01-2023 09:00,1,13,09:00,-3.4,-4.5,92,35,32,1.6,99.19,,-11,"Snow,Blowing Snow",9.672
13-01-2023 10:00,1,13,10:00,-3.4,-4.7,91,35,28,1.2,99.28,,-11,Snow,9.852
13-01-2023 11:00,1,13,11:00,-3.5,-4.4,93,33,21,1,99.34,,-10,Snow,9.822
13-01-2023 12:00,1,13,12:00,-4.3,-5.3,93,32,26,1.2,99.37,,-12,Snow,9.864
13-01-2023 13:00,1,13,13:00,-4.6,-5.7,92,32,24,1.6,99.43,,-12,Snow,9.834
13-01-2023 14:00,1,13,14:00,-5,-6.1,92,33,28,1.2,99.49,,-13,Snow,9.132
13-01-2023 15:00,1,13,15:00,-5,-6.4,90,34,23,1.6,99.59,,-12,Snow,8.625
13-01-2023 16:00,1,13,16:00,-5.1,-6.6,89,33,22,2.4,99.71,,-12,Snow,8.369
13-01-2023 17:00,1,13,17:00,-5.5,-6.9,90,33,22,2.4,99.81,,-13,Snow,8.659
13-01-2023 18:00,1,13,18:00,-5.9,-7.2,90,32,22,4.8,99.9,,-13,Snow,8.406
13-01-2023 19:00,1,13,19:00,-6,-9,79,35,19,16.1,100.03,,-13,Snow,8.489
13-01-2023 20:00,1,13,20:00,-6.3,-9.5,78,35,22,16.1,100.07,,-14,NA,7.937
13-01-2023 21:00,1,13,21:00,-6.8,-10.4,76,34,24,24.1,100.19,,-14,Blowing Snow,6.853
13-01-2023 22:00,1,13,22:00,-7.3,-10.7,77,35,26,24.1,100.19,,-15,Mostly Cloudy,6.48
13-01-2023 23:00,1,13,23:00,-7.9,-11.2,77,34,26,24.1,100.18,,-16,NA,6.33
14-01-2023 00:00,1,14,00:00,-8.8,-11.3,82,32,19,24.1,100.24,,-16,NA,6.337
14-01-2023 01:00,1,14,01:00,-10.1,-12.3,84,33,17,24.1,100.24,,-17,Mostly Cloudy,6.309
14-01-2023 02:00,1,14,02:00,-10.6,-13.1,82,33,20,24.1,100.24,,-19,NA,6.333
14-01-2023 03:00,1,14,03:00,-11.5,-13.9,82,33,21,24.1,100.3,,-20,NA,6.364
14-01-2023 04:00,1,14,04:00,-11.9,-14.5,82,33,18,24.1,100.37,,-20,Clear,6.351
14-01-2023 05:00,1,14,05:00,-12.7,-15.2,82,33,19,24.1,100.4,,-21,NA,6.36
14-01-2023 06:00,1,14,06:00,-12.9,-15.5,81,33,18,24.1,100.44,,-21,NA,6.272
14-01-2023 07:00,1,14,07:00,-13.3,-15.9,81,32,23,24.1,100.48,,-23,Mainly Clear,6.332
14-01-2023 08:00,1,14,08:00,-13.4,-16.1,80,33,18,24.1,100.53,,-22,NA,6.297
14-01-2023 09:00,1,14,09:00,-13,-16.1,78,33,19,24.1,100.56,,-21,NA,6.474
14-01-2023 10:00,1,14,10:00,-12.2,-15.6,76,33,23,24.1,100.57,,-21,Clear,6.209
14-01-2023 11:00,1,14,11:00,-11.1,-14.5,77,32,14,24.1,100.57,,-18,NA,6.416
14-01-2023 12:00,1,14,12:00,-10.6,-14.5,73,28,16,24.1,100.58,,-18,NA,6.328
14-01-2023 13:00,1,14,13:00,-10.2,-14.2,72,27,15,24.1,100.56,,-17,Clear,6.392
14-01-2023 14:00,1,14,14:00,-9.3,-13.2,73,30,14,24.1,100.57,,-16,NA,6.402
14-01-2023 15:00,1,14,15:00,-8.2,-12.2,73,29,14,24.1,100.59,,-14,NA,6.465
14-01-2023 16:00,1,14,16:00,-9,-12.8,74,29,19,24.1,100.68,,-16,Clear,6.14
14-01-2023 17:00,1,14,17:00,-12.3,-15,81,24,13,24.1,100.78,,-19,NA,6.353
14-01-2023 18:00,1,14,18:00,-14,-15.8,87,27,12,24.1,100.85,,-21,NA,6.277
14-01-2023 19:00,1,14,19:00,-12.2,-14.8,81,29,14,24.1,100.87,,-19,Clear,6.38
14-01-2023 20:00,1,14,20:00,-13.1,-15.1,85,28,8,24.1,100.92,,-18,NA,6.334
14-01-2023 21:00,1,14,21:00,-14.4,-16.3,86,30,10,24.1,100.95,,-21,NA,6.371
14-01-2023 22:00,1,14,22:00,-14.7,-16.6,86,31,10,24.1,100.96,,-21,Clear,6.295
14-01-2023 23:00,1,14,23:00,-15.7,-17.3,88,30,9,24.1,100.98,,-22,NA,6.45
15-01-2023 00:00,1,15,00:00,-16.1,-18.1,85,29,10,24.1,100.95,,-23,NA,6.324
15-01-2023 01:00,1,15,01:00,-15.7,-17.4,87,30,15,24.1,100.96,,-24,Clear,6.416
15-01-2023 02:00,1,15,02:00,-15.8,-17.2,89,32,15,24.1,101,,-24,NA,6.395
15-01-2023 03:00,1,15,03:00,-15,-16.2,90,30,5,24.1,101.1,,-19,NA,6.311
15-01-2023 04:00,1,15,04:00,-15.6,-16.8,90,31,10,24.1,101.16,,-22,Clear,6.328
15-01-2023 05:00,1,15,05:00,-16.5,-18.1,87,33,13,24.1,101.18,,-24,NA,6.429
15-01-2023 06:00,1,15,06:00,-15.2,-16.9,87,33,11,24.1,101.25,,-22,NA,6.262
15-01-2023 07:00,1,15,07:00,-16.7,-18.3,87,30,9,24.1,101.35,,-23,Mostly Cloudy,6.41
15-01-2023 08:00,1,15,08:00,-15.4,-17.1,87,33,10,24.1,101.43,,-22,NA,6.372
15-01-2023 09:00,1,15,09:00,-13.8,-15.3,88,33,14,24.1,101.48,,-21,Snow,6.451
15-01-2023 10:00,1,15,10:00,-12.8,-14.4,88,33,12,24.1,101.51,,-19,Snow,6.246
15-01-2023 11:00,1,15,11:00,-11.5,-13.2,87,33,7,24.1,101.49,,-16,NA,6.37
15-01-2023 12:00,1,15,12:00,-10.4,-12.5,85,31,12,24.1,101.44,,-16,NA,6.327
15-01-2023 13:00,1,15,13:00,-9.6,-11.7,85,30,9,24.1,101.37,,-14,Mostly Cloudy,6.452
15-01-2023 14:00,1,15,14:00,-8.8,-11.2,83,29,7,24.1,101.36,,-13,NA,6.427
15-01-2023 15:00,1,15,15:00,-8.7,-11.3,82,25,7,24.1,101.34,,-13,NA,6.298
15-01-2023 16:00,1,15,16:00,-9.1,-11.5,83,25,10,24.1,101.34,,-14,Clear,6.224
15-01-2023 17:00,1,15,17:00,-9.9,-12,85,28,7,24.1,101.36,,-14,NA,6.409
15-01-2023 18:00,1,15,18:00,-10.2,-11.9,88,29,6,24.1,101.37,,-14,NA,6.402
15-01-2023 19:00,1,15,19:00,-12.3,-13.3,92,27,7,24.1,101.37,,-17,Clear,6.439
15-01-2023 20:00,1,15,20:00,-12.8,-14.2,89,30,9,24.1,101.35,,-18,NA,6.222
15-01-2023 21:00,1,15,21:00,-12.4,-13.6,91,30,10,24.1,101.32,,-18,NA,6.349
15-01-2023 22:00,1,15,22:00,-14.3,-15.8,89,31,13,24.1,101.28,,-21,Clear,6.397
15-01-2023 23:00,1,15,23:00,-12.9,-14.1,90,32,8,24.1,101.22,,-18,NA,6.311
16-01-2023 00:00,1,16,00:00,-12.2,-13.4,91,33,10,24.1,101.14,,-18,NA,6.358
16-01-2023 01:00,1,16,01:00,-14.7,-16.2,89,33,7,24.1,101.09,,-19,Clear,6.45
16-01-2023 02:00,1,16,02:00,-13.4,-14.7,90,33,8,24.1,101.13,,-18,NA,6.424
16-01-2023 03:00,1,16,03:00,-13.2,-14.6,90,35,7,24.1,101.09,,-18,NA,6.18
16-01-2023 04:00,1,16,04:00,-13.2,-14.6,90,36,4,24.1,101.04,,-16,Clear,6.347
16-01-2023 05:00,1,16,05:00,-14.4,-15.8,89,27,6,24.1,101.02,,-19,NA,6.582
16-01-2023 06:00,1,16,06:00,-16.5,-18.3,86,28,13,24.1,101.02,,-24,NA,8.954
16-01-2023 07:00,1,16,07:00,-15.5,-17.1,87,28,13,24.1,100.95,,-23,Clear,7.647
16-01-2023 08:00,1,16,08:00,-16.9,-18.7,86,32,12,24.1,100.92,,-24,NA,8.303
16-01-2023 09:00,1,16,09:00,-15,-16.7,87,36,1,24.1,100.84,,-16,NA,8.88
16-01-2023 10:00,1,16,10:00,-13.4,-14.9,89,27,12,24.1,100.78,,-20,Mainly Clear,8.861
16-01-2023 11:00,1,16,11:00,-11.3,-12.7,90,27,4,24.1,100.71,,-14,NA,10.114
16-01-2023 12:00,1,16,12:00,-9.1,-10.3,91,28,18,24.1,100.54,,-16,NA,9.949
16-01-2023 13:00,1,16,13:00,-7,-9.7,81,30,12,24.1,100.39,,-12,Mainly Clear,9.469
16-01-2023 14:00,1,16,14:00,-4.9,-9.6,70,28,13,24.1,100.26,,-10,NA,9.179
16-01-2023 15:00,1,16,15:00,-3.7,-8.9,67,29,17,24.1,100.23,,-9,NA,9.195
16-01-2023 16:00,1,16,16:00,-3.8,-8.8,68,29,9,24.1,100.16,,-8,Mainly Clear,8.934
16-01-2023 17:00,1,16,17:00,-5.6,-9.4,75,28,14,24.1,100.09,,-11,NA,9.21
16-01-2023 18:00,1,16,18:00,-5.5,-9.1,76,30,17,24.1,100.07,,-12,NA,9.144
16-01-2023 19:00,1,16,19:00,-6.3,-9.7,77,29,14,24.1,100.04,,-12,Clear,8.766
16-01-2023 20:00,1,16,20:00,-9.3,-11.7,83,31,16,24.1,99.98,,-16,NA,7.594
16-01-2023 21:00,1,16,21:00,-8.3,-11.2,79,30,11,24.1,99.87,,-14,NA,6.562
16-01-2023 22:00,1,16,22:00,-8.6,-10.1,89,33,6,24.1,99.78,,-12,Clear,6.435
16-01-2023 23:00,1,16,23:00,-11.2,-13.1,86,25,3,24.1,99.73,,-13,NA,6.767
17-01-2023 00:00,1,17,00:00,-12.6,-13.6,92,23,12,24.1,99.69,,-19,NA,6.558
17-01-2023 01:00,1,17,01:00,-11.2,-12.3,92,22,4,24.1,99.63,,-14,Clear,6.519
17-01-2023 02:00,1,17,02:00,-12.4,-13.3,93,36,1,24.1,99.58,,-13,NA,6.516
17-01-2023 03:00,1,17,03:00,-11.8,-12.9,92,3,5,24.1,99.49,,-15,NA,6.304
17-01-2023 04:00,1,17,04:00,-12.6,-13.5,93,23,8,24.1,99.43,,-18,Clear,6.55
17-01-2023 05:00,1,17,05:00,-13.7,-14.8,91,24,7,24.1,99.42,,-18,NA,6.574
17-01-2023 06:00,1,17,06:00,-13.7,-14.8,91,36,1,24.1,99.36,,-14,NA,9.842
17-01-2023 07:00,1,17,07:00,-13.4,-14.6,91,17,3,24.1,99.31,,-15,Mainly Clear,8.321
17-01-2023 08:00,1,17,08:00,-14.8,-16.4,88,36,3,24.1,99.27,,-17,NA,9.273
17-01-2023 09:00,1,17,09:00,-12.5,-13.8,89,20,6,24.1,99.28,,-16,NA,9.968
17-01-2023 10:00,1,17,10:00,-10.9,-12.3,89,36,1,24.1,99.24,,-12,Mainly Clear,9.451
17-01-2023 11:00,1,17,11:00,-7.2,-9.6,84,36,2,24.1,99.18,,-8,NA,10.007
17-01-2023 12:00,1,17,12:00,-5.5,-9.6,73,22,3,24.1,99.06,,-7,NA,9.66
17-01-2023 13:00,1,17,13:00,-5,-8.9,74,25,5,24.1,98.98,,-7,Mostly Cloudy,8.936
17-01-2023 14:00,1,17,14:00,-4.3,-8.6,72,36,2,24.1,98.96,,-5,NA,8.426
17-01-2023 15:00,1,17,15:00,-4.3,-7.2,81,10,9,12.9,98.93,,-8,Snow,8.289
17-01-2023 16:00,1,17,16:00,-3.7,-5.6,87,7,7,12.9,98.9,,-7,Snow,8.11
17-01-2023 17:00,1,17,17:00,-3.9,-5.3,89,8,8,12.9,98.85,,-7,Snow,8.574
17-01-2023 18:00,1,17,18:00,-3.9,-5.2,91,9,5,24.1,98.86,,-6,Snow,8.264
17-01-2023 19:00,1,17,19:00,-3.9,-4.9,93,12,4,12.9,98.85,,-6,Ice Pellets,8.265
17-01-2023 20:00,1,17,20:00,-3.7,-4.6,94,19,3,9.7,98.84,,-5,"Freezing Rain,Fog",7.561
17-01-2023 21:00,1,17,21:00,-3.7,-4.6,93,7,5,16.1,98.8,,-6,NA,6.501
17-01-2023 22:00,1,17,22:00,-3.5,-4.2,95,5,10,16.1,98.75,,-7,Cloudy,6.405
17-01-2023 23:00,1,17,23:00,-3.6,-4.4,94,36,2,16.1,98.79,,-4,NA,6.59
18-01-2023 00:00,1,18,00:00,-3.5,-4.1,96,4,9,8.1,98.73,,-7,"Freezing Drizzle,Fog",6.428
18-01-2023 01:00,1,18,01:00,-3.3,-3.7,97,5,8,4.8,98.72,,-7,"Freezing Drizzle,Fog",6.488
18-01-2023 02:00,1,18,02:00,-3.1,-3.4,98,5,8,4,98.76,,-6,"Freezing Drizzle,Fog",6.527
18-01-2023 03:00,1,18,03:00,-3.1,-3.3,98,36,3,2.4,98.8,,-4,Fog,6.449
18-01-2023 04:00,1,18,04:00,-2.8,-3,99,29,3,1,98.82,,-4,Fog,6.501
18-01-2023 05:00,1,18,05:00,-2.6,-2.8,99,27,7,0.6,98.89,,-5,Freezing Fog,6.441
18-01-2023 06:00,1,18,06:00,-2.3,-2.5,99,28,12,1.6,98.98,,-7,"Freezing Rain,Ice Pellets,Fog",8.984
18-01-2023 07:00,1,18,07:00,-2.4,-2.6,99,28,11,4.8,99.05,,-6,"Snow,Fog",8.699
18-01-2023 08:00,1,18,08:00,-2.3,-2.6,98,28,11,3.2,99.17,,-6,"Snow,Fog",9.786
18-01-2023 09:00,1,18,09:00,-2,-2.4,98,26,13,3.2,99.27,,-6,"Snow,Fog",9.922
18-01-2023 10:00,1,18,10:00,-1.7,-2.2,96,30,15,12.9,99.38,,-7,Snow,9.712
18-01-2023 11:00,1,18,11:00,-1.4,-2.2,95,29,16,16.1,99.43,,-6,NA,9.836
18-01-2023 12:00,1,18,12:00,-1.4,-2,96,29,17,16.1,99.46,,-7,NA,9.702
18-01-2023 13:00,1,18,13:00,-0.7,-1.9,92,29,19,24.1,99.53,,-6,Cloudy,9.613
18-01-2023 14:00,1,18,14:00,-0.2,-1.6,91,29,19,24.1,99.56,,-5,NA,8.834
18-01-2023 15:00,1,18,15:00,0.4,-1.2,89,30,17,24.1,99.64,,,NA,8.44
18-01-2023 16:00,1,18,16:00,0.6,-1.6,85,30,15,24.1,99.75,,,Clear,8.287
18-01-2023 17:00,1,18,17:00,-0.6,-2.1,90,27,9,24.1,99.89,,-4,NA,8.372
18-01-2023 18:00,1,18,18:00,-1,-2.3,91,27,15,24.1,100.01,,-6,NA,8.347
18-01-2023 19:00,1,18,19:00,-2.2,-3.5,90,25,12,24.1,100.12,,-6,Clear,8.429
18-01-2023 20:00,1,18,20:00,-1.2,-3.7,83,29,19,24.1,100.24,,-7,NA,7.878
18-01-2023 21:00,1,18,21:00,-3,-5.1,86,32,17,24.1,100.23,,-9,NA,6.491
18-01-2023 22:00,1,18,22:00,-2.3,-4.5,84,33,17,24.1,100.26,,-8,Clear,6.583
18-01-2023 23:00,1,18,23:00,-3.1,-5.2,85,30,9,24.1,100.34,,-7,NA,6.63
19-01-2023 00:00,1,19,00:00,-4.8,-6.3,90,31,12,24.1,100.37,,-10,NA,6.522
19-01-2023 01:00,1,19,01:00,-5.1,-6.3,91,31,15,24.1,100.45,,-11,Mostly Cloudy,6.555
19-01-2023 02:00,1,19,02:00,-3.6,-5,91,32,16,24.1,100.47,,-9,NA,6.573
19-01-2023 03:00,1,19,03:00,-2.9,-4.4,90,32,15,24.1,100.44,,-8,NA,6.326
19-01-2023 04:00,1,19,04:00,-1.9,-4,86,35,14,24.1,100.4,,-7,Mostly Cloudy,6.636
19-01-2023 05:00,1,19,05:00,-1.6,-4.2,82,36,13,24.1,100.41,,-6,NA,6.619
19-01-2023 06:00,1,19,06:00,-1.8,-4.4,83,1,10,24.1,100.4,,-5,NA,8.788
19-01-2023 07:00,1,19,07:00,-1.8,-5.1,79,1,16,24.1,100.45,,-7,Mostly Cloudy,8.384
19-01-2023 08:00,1,19,08:00,-2,-4.5,83,1,10,24.1,100.44,,-6,NA,9.187
19-01-2023 09:00,1,19,09:00,-1.7,-4.9,79,4,13,24.1,100.34,,-6,NA,9.735
19-01-2023 10:00,1,19,10:00,-1.6,-4.9,78,6,7,24.1,100.33,,-4,Cloudy,9.603
19-01-2023 11:00,1,19,11:00,-1.4,-4.7,79,5,17,24.1,100.22,,-7,NA,9.808
19-01-2023 12:00,1,19,12:00,-1.2,-4.8,76,6,21,24.1,100.05,,-7,NA,9.989
19-01-2023 13:00,1,19,13:00,-1,-4.5,77,6,16,24.1,99.93,,-6,Cloudy,9.822
19-01-2023 14:00,1,19,14:00,-0.9,-4.2,78,9,17,24.1,99.77,,-6,NA,9.344
19-01-2023 15:00,1,19,15:00,-1.2,-4.2,80,8,18,24.1,99.72,,-6,NA,9.649
19-01-2023 16:00,1,19,16:00,-1.5,-4.6,80,8,26,24.1,99.6,,-8,Mostly Cloudy,9.056
19-01-2023 17:00,1,19,17:00,-2.1,-5,80,7,30,16.1,99.48,,-9,NA,9.184
19-01-2023 18:00,1,19,18:00,-2.4,-5.6,79,7,32,16.1,99.42,,-10,NA,9.127
19-01-2023 19:00,1,19,19:00,-2.8,-6.1,78,8,27,24.1,99.3,,-10,Snow,9.174
19-01-2023 20:00,1,19,20:00,-3.9,-5.1,91,6,28,1.6,99.21,,-11,Snow,8.445
19-01-2023 21:00,1,19,21:00,-4.3,-5.4,92,7,31,1.2,99.16,,-12,"Snow,Blowing Snow",7.318
19-01-2023 22:00,1,19,22:00,-4.3,-5.2,93,6,27,1.2,99.11,,-12,"Snow,Blowing Snow",7.356
19-01-2023 23:00,1,19,23:00,-4,-5,92,6,32,1.2,98.99,,-12,"Snow,Blowing Snow",7.223
20-01-2023 00:00,1,20,00:00,-3.8,-5,91,6,30,6.4,98.84,,-11,"Snow,Blowing Snow",7.21
20-01-2023 01:00,1,20,01:00,-3.4,-4.8,91,6,29,16.1,98.79,,-11,Blowing Snow,7.353
20-01-2023 02:00,1,20,02:00,-3.5,-4.5,93,7,25,1.2,98.79,,-10,"Snow,Blowing Snow",7.282
20-01-2023 03:00,1,20,03:00,-3.4,-4.3,94,5,22,1.6,98.75,,-10,"Snow,Blowing Snow",7.292
20-01-2023 04:00,1,20,04:00,-3.2,-4.2,93,5,25,12.9,98.7,,-10,"Snow,Blowing Snow",7.286
20-01-2023 05:00,1,20,05:00,-3,-3.8,94,5,21,1.6,98.74,,-9,"Snow,Blowing Snow",7.263
20-01-2023 06:00,1,20,06:00,-2.8,-3.4,96,4,17,1.6,98.8,,-8,Snow,7.539
20-01-2023 07:00,1,20,07:00,-2.8,-3.3,96,1,16,3.2,98.84,,-8,Snow,8.907
20-01-2023 08:00,1,20,08:00,-2.6,-3.3,95,1,15,4,98.9,,-8,Snow,9.665
20-01-2023 09:00,1,20,09:00,-2.5,-3.3,94,1,17,4.8,98.96,,-8,Snow,9.571
20-01-2023 10:00,1,20,10:00,-2.3,-3.2,93,1,17,2.4,99.04,,-8,Snow,9.463
20-01-2023 11:00,1,20,11:00,-1.9,-3.3,91,1,13,4,99.11,,-6,Snow,9.836
20-01-2023 12:00,1,20,12:00,-1.6,-3.6,86,2,16,9.7,99.13,,-7,Snow,9.771
20-01-2023 13:00,1,20,13:00,-1.3,-3.8,84,36,15,9.7,99.18,,-6,Snow,9.766
20-01-2023 14:00,1,20,14:00,-1.3,-3.7,84,36,14,12.9,99.25,,-6,Snow,8.563
20-01-2023 15:00,1,20,15:00,-1.3,-3.5,85,34,10,16.1,99.37,,-5,Snow,8.306
20-01-2023 16:00,1,20,16:00,-1.4,-3.3,87,35,16,16.1,99.5,,-6,Snow,7.946
20-01-2023 17:00,1,20,17:00,-1.7,-2.9,92,34,13,16.1,99.65,,-6,Snow,8.464
20-01-2023 18:00,1,20,18:00,-1.8,-2.9,92,34,12,6.4,99.76,,-6,Snow,8.147
20-01-2023 19:00,1,20,19:00,-2.2,-3,94,34,12,8.1,99.89,,-6,Snow,8.296
20-01-2023 20:00,1,20,20:00,-2.1,-3.2,92,34,7,24.1,99.97,,-5,Snow,7.976
20-01-2023 21:00,1,20,21:00,-2.2,-3.6,90,32,5,24.1,100.03,,-4,Snow,6.937
20-01-2023 22:00,1,20,22:00,-2.4,-3.5,92,33,10,24.1,100.1,,-6,Mostly Cloudy,6.493
20-01-2023 23:00,1,20,23:00,-2.2,-3.9,88,35,10,24.1,100.17,,-6,NA,6.486
21-01-2023 00:00,1,21,00:00,-3,-4.3,90,32,8,24.1,100.22,,-6,NA,6.443
21-01-2023 01:00,1,21,01:00,-2.9,-4.2,91,30,7,24.1,100.26,,-6,Mostly Cloudy,6.617
21-01-2023 02:00,1,21,02:00,-2.7,-4.4,88,30,7,24.1,100.32,,-6,NA,6.451
21-01-2023 03:00,1,21,03:00,-3,-4.6,88,30,4,24.1,100.37,,-5,NA,6.398
21-01-2023 04:00,1,21,04:00,-3.1,-4.8,88,29,5,24.1,100.43,,-5,Cloudy,6.439
